City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Vicente Guerrero,MX,19.1194,-98.1708,63.99,35,4,2.21,clear sky
452,Wadi Musa,JO,30.3222,35.4793,40.14,73,74,8.23,broken clouds
453,Ostrovnoy,RU,68.0531,39.5131,17.22,92,97,8.77,overcast clouds
454,Inhambane,MZ,-23.865,35.3833,77.99,72,16,13.13,few clouds
455,Bubaque,GW,11.2833,-15.8333,78.31,59,76,13.78,broken clouds
456,Fairbanks,US,64.8378,-147.7164,10.6,83,100,4.61,light snow
457,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,82.49,47,97,1.1,overcast clouds
458,Morant Bay,JM,17.8815,-76.4093,88.72,70,57,10.67,light rain
459,Cairns,AU,-16.9167,145.7667,80.06,94,100,0.0,overcast clouds
460,Watsa,CD,3.0372,29.5355,73.0,49,65,0.63,broken clouds
461,Chimore,BO,-16.9833,-65.1333,88.3,55,84,1.95,broken clouds
462,Kaka,TM,37.3482,59.6143,46.53,70,6,3.83,clear sky
463,Mildura,AU,-34.2,142.15,55.08,76,13,17.27,light rain
464,Yashkino,RU,55.8736,85.4265,-3.01,99,32,3.0,scattered clouds
465,Sirnak,TR,37.5228,42.4594,28.47,99,100,4.36,snow
466,Cayenne,GF,4.9333,-52.3333,86.04,62,40,5.75,scattered clouds
467,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,83,40,2.3,scattered clouds
468,Anahuac,MX,27.2333,-100.15,50.18,54,86,9.06,overcast clouds
469,Rundu,NA,-17.9333,19.7667,76.03,64,95,0.65,light rain
470,Tibati,CM,6.4667,12.6333,85.59,17,5,3.65,clear sky
471,Acarau,BR,-2.8856,-40.12,85.96,62,90,16.6,overcast clouds
472,Abay,KZ,49.6311,72.8539,3.58,88,61,8.86,broken clouds
473,Port Moresby,PG,-9.4431,147.1797,76.46,89,100,6.96,overcast clouds
474,Ha Tinh,VN,18.3333,105.9,68.23,98,100,3.6,overcast clouds
475,Uarini,BR,-2.99,-65.1083,84.02,77,51,4.59,broken clouds
476,Tombouctou,ML,20.0,-3.0,74.34,9,24,14.07,few clouds
477,De-Kastri,RU,51.4667,140.7833,-8.64,99,72,5.3,broken clouds
478,Ofaqim,IL,31.3141,34.6203,51.71,67,76,8.23,broken clouds
479,Bartica,GY,6.4,-58.6167,82.72,69,77,4.92,broken clouds
480,Alice Springs,AU,-23.7,133.8833,62.15,77,0,6.91,clear sky
481,Dalaba,GN,10.7,-12.25,87.37,13,72,4.41,broken clouds
482,Alto Araguaia,BR,-17.3147,-53.2153,84.72,56,73,8.16,broken clouds
483,Makokou,GA,0.5738,12.8642,76.3,76,80,2.66,light rain
484,Hukuntsi,BW,-24.0,21.75,79.72,53,86,8.9,light rain
485,Puro,PH,12.4841,123.3827,77.52,87,35,12.5,scattered clouds
486,Zhigansk,RU,66.7697,123.3711,-26.79,96,100,11.61,overcast clouds
487,Kibondo,TZ,-3.5864,30.7203,61.79,92,38,3.13,light rain
488,Usinsk,RU,65.9939,57.5281,18.52,97,95,7.23,light snow
489,Yaan,NG,7.3833,8.5667,97.83,10,43,5.79,scattered clouds
490,Harper,LR,4.375,-7.7169,84.22,68,23,10.2,few clouds
491,Pareora,NZ,-44.4871,171.2132,66.18,93,100,8.25,overcast clouds
492,Flinders,AU,-34.5833,150.8552,70.38,54,53,8.57,broken clouds
493,Dukat,RU,62.55,155.55,-16.82,97,31,1.95,scattered clouds
494,Andenes,NO,69.3143,16.1194,27.93,93,20,10.36,few clouds
495,Pedra Azul,BR,-16.0053,-41.2972,84.58,48,87,3.4,overcast clouds
496,Mabaruma,GY,8.2,-59.7833,82.83,59,40,7.27,scattered clouds
497,Poshekhonye,RU,58.4993,39.1353,22.66,94,98,8.86,overcast clouds
498,Iberia,US,29.9502,-91.7507,46.4,93,100,5.75,mist
499,Nauta,PE,-4.5061,-73.5757,82.31,56,96,3.8,overcast clouds
500,Payyannur,IN,12.1,75.2,75.85,72,80,4.03,broken clouds
501,Pittsburg,US,38.028,-121.8847,49.91,82,82,3.0,broken clouds
502,Adre,TD,13.4667,22.2,77.61,16,6,9.95,clear sky
503,Gujar Khan,PK,33.2558,73.3026,60.64,48,96,8.46,overcast clouds
504,Semey,KZ,50.4111,80.2275,5.86,98,99,4.07,overcast clouds
505,Cumberland,US,35.0502,-78.8664,41.86,96,100,6.91,light rain
506,Pascagoula,US,30.3658,-88.5561,65.41,88,100,4.61,overcast clouds
507,Inongo,CD,-1.95,18.2667,79.79,69,79,3.71,broken clouds
508,Touros,BR,-5.1989,-35.4608,86.49,61,96,16.04,overcast clouds
509,Prata,BR,-19.3072,-48.9242,84.61,55,67,7.92,broken clouds
510,Genhe,CN,50.7833,121.5167,-27.17,100,71,0.36,broken clouds
511,Cerrito,CO,6.8432,-72.694,68.02,31,8,2.1,clear sky
512,Jumla,NP,29.2747,82.1838,39.45,33,23,4.72,few clouds
513,Sao Cristovao,BR,-11.0147,-37.2064,84.11,74,75,12.66,broken clouds
514,Harbour Breton,CA,47.4833,-55.7983,21.22,56,2,11.54,clear sky
515,Basco,PH,20.4487,121.9702,74.86,80,47,13.35,scattered clouds
516,Launceston,AU,-41.45,147.1667,48.15,94,75,3.44,fog
517,Eyl,SO,7.9803,49.8164,75.49,70,0,19.71,clear sky
518,Pilis,HU,47.289,19.5485,41.09,68,26,19.13,scattered clouds
519,Berdigestyakh,RU,62.0989,126.6992,-15.57,99,100,2.89,overcast clouds
520,Aleksandrov Gay,RU,50.147,48.5704,29.34,97,94,6.85,overcast clouds
521,Beian,NO,63.6559,9.5683,35.01,86,20,4.61,few clouds
522,Alim,PH,9.5649,122.4876,77.83,79,71,9.95,broken clouds
523,Kamenka,RU,51.3223,42.7678,29.7,98,100,6.46,light snow
524,Juxtlahuaca,MX,17.4294,-99.1467,83.97,31,2,1.99,clear sky
525,Tomatlan,MX,19.9333,-105.25,86.76,28,65,3.02,broken clouds
526,Tulsipur,NP,28.131,82.2973,53.87,59,0,4.79,clear sky
527,Saint-Tite,CA,46.7334,-72.5658,22.05,93,100,10.16,light snow
528,Nurota,UZ,40.5614,65.6886,40.57,86,27,10.69,scattered clouds
529,Batagay,RU,67.6333,134.6333,-29.81,98,99,2.24,overcast clouds
530,Petauke,ZM,-14.2426,31.3253,68.0,95,58,4.41,moderate rain
531,Qaqortoq,GL,60.7167,-46.0333,9.05,87,47,2.75,scattered clouds
532,Sabha,LY,27.0377,14.4283,57.99,37,100,9.24,overcast clouds
533,Bjelovar,HR,45.8986,16.8489,38.57,92,100,7.23,overcast clouds
534,Almirante Tamandare,BR,-25.3247,-49.31,78.48,80,75,6.91,broken clouds
535,Sao Raimundo Nonato,BR,-9.0153,-42.6994,93.4,34,26,6.08,light rain
536,Litovko,RU,49.2361,135.1742,-25.06,100,38,2.33,scattered clouds
537,Marsabit,KE,2.3284,37.9899,75.25,36,100,8.34,overcast clouds
538,Kudahuvadhoo,MV,2.6708,72.8944,79.83,69,41,11.99,scattered clouds
539,Sungaipenuh,ID,-2.0833,101.3833,65.17,84,100,1.28,overcast clouds
540,Ushtobe,KZ,45.2514,77.9838,21.58,95,100,2.91,overcast clouds
541,Baruun-Urt,MN,46.6806,113.2792,-3.59,85,37,6.24,scattered clouds
542,Makakilo City,US,21.3469,-158.0858,70.12,85,0,0.0,clear sky
543,Cooma,AU,-36.2333,149.1333,46.94,72,50,10.8,scattered clouds
544,Kendari,ID,-3.945,122.4989,76.26,87,100,1.86,overcast clouds
545,Pasni,PK,25.2631,63.471,69.1,57,0,6.06,clear sky
546,Devils Lake,US,48.1128,-98.8651,-14.06,73,0,9.22,clear sky
547,Otane,NZ,-39.8833,176.6333,67.01,90,100,6.33,overcast clouds
548,Port Augusta,AU,-32.5,137.7667,60.82,49,4,17.16,clear sky
549,Decatur,US,39.8403,-88.9548,35.98,51,0,12.66,clear sky
550,Simnas,LT,54.4,23.65,32.16,85,99,11.97,overcast clouds
551,Kaeo,NZ,-35.1,173.7833,71.33,97,100,8.52,overcast clouds
552,Portland,US,45.5234,-122.6762,41.2,79,40,3.0,scattered clouds
553,Banjar,ID,-8.19,114.9675,76.96,95,100,8.52,light rain
554,Dillon,US,34.4166,-79.3712,46.11,93,100,4.47,overcast clouds
555,Ranghulu,CN,46.65,124.8667,-2.92,90,39,5.75,scattered clouds
556,Buchanan,LR,5.8808,-10.0467,83.68,71,46,10.96,scattered clouds
557,Mtsamboro,YT,-12.6998,45.0689,81.72,78,85,1.12,overcast clouds
558,Severnoye,RU,56.3491,78.3619,-6.66,100,11,2.37,few clouds
559,Waipawa,NZ,-41.4122,175.5153,62.69,88,98,4.21,light rain
560,Helong,CN,42.5397,128.9972,-0.08,93,8,5.21,clear sky
561,Kailua,US,21.4022,-157.7394,71.58,94,75,0.0,broken clouds
562,Haines Junction,CA,60.7522,-137.5108,-0.45,85,100,0.0,overcast clouds
563,Pervomayskoye,RU,43.919,46.7102,37.98,66,100,6.35,overcast clouds
564,Abohar,IN,30.15,74.1833,59.25,29,1,5.61,clear sky
565,Vilhena,BR,-12.7406,-60.1458,71.82,100,75,11.5,thunderstorm
566,Tommot,RU,58.9564,126.2925,2.43,93,100,7.7,overcast clouds
567,Mantua,IT,45.1667,10.7833,56.01,71,1,7.7,clear sky
568,Andros Town,BS,24.7,-77.7667,80.56,65,13,12.62,few clouds
569,Antalaha,MG,-14.9003,50.2788,78.22,83,2,11.59,light rain
570,Pucara,PE,-15.9803,-71.4606,35.73,58,55,9.31,broken clouds
571,Dingle,PH,10.9995,122.6711,73.94,94,60,6.87,broken clouds
572,Pandamatenga,BW,-18.5278,25.627,70.95,85,90,2.19,moderate rain
573,Moyale,KE,3.5167,39.0584,78.6,29,100,7.99,overcast clouds
574,Dudinka,RU,69.4058,86.1778,13.62,95,100,10.92,light snow
575,Aripuana,BR,-9.1667,-60.6333,90.91,50,60,3.44,broken clouds
576,Asau,RO,46.4333,26.4,32.92,90,83,5.86,broken clouds
577,Salamiyah,SY,35.0113,37.0532,45.12,64,5,21.43,clear sky
578,Choya,RU,52.0108,86.5467,4.17,99,53,3.83,broken clouds
579,Amapa,BR,1.0,-52.0,79.93,79,93,4.34,overcast clouds
580,Lorengau,PG,-2.0226,147.2712,80.15,80,57,2.26,broken clouds
581,Songea,TZ,-10.6833,35.65,70.95,83,75,4.61,thunderstorm with rain
582,Vanimo,PG,-2.6741,141.3028,76.68,85,95,1.5,overcast clouds
583,Nieuw Nickerie,SR,5.95,-56.9833,77.63,80,73,9.64,broken clouds
584,Cuamba,MZ,-14.8031,36.5372,74.89,84,91,3.24,light rain
585,Tarko-Sale,RU,64.9225,77.785,4.59,97,15,9.1,few clouds
586,Kathu,TH,7.9178,98.3332,75.02,79,87,6.08,overcast clouds
587,Marrakesh,MA,31.6315,-8.0083,62.67,25,20,9.22,few clouds
588,Mecca,SA,21.4267,39.8261,68.25,39,4,10.8,clear sky
589,Hay River,CA,60.8156,-115.7999,-20.22,69,40,8.05,scattered clouds
590,Namatanai,PG,-3.6667,152.4333,80.08,80,81,4.54,light rain
591,Burnie,AU,-41.0667,145.9167,46.72,88,50,5.01,scattered clouds
592,Ilhabela,BR,-23.7781,-45.3581,82.98,72,29,4.94,scattered clouds
593,Tatarbunary,UA,45.8373,29.6142,30.11,93,76,5.39,broken clouds
594,Mhango,TZ,-3.2833,32.85,68.09,81,93,5.1,light rain
595,Fomboni,KM,-12.28,43.7425,82.54,76,99,4.81,overcast clouds
596,Tutoia,BR,-2.7619,-42.2744,81.19,78,100,11.61,heavy intensity rain
597,Paita,PE,-5.0892,-81.1144,80.2,62,95,5.73,overcast clouds
598,Qeshm,IR,26.9581,56.2719,69.69,80,44,8.3,scattered clouds
599,Magdiwang,PH,12.491,122.5135,78.35,85,15,14.32,few clouds
600,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,75,82,11.12,broken clouds
601,Parlakimidi,IN,18.7667,84.0833,67.87,69,21,1.72,few clouds
602,Codrington,AU,-38.2667,141.9667,52.11,74,100,22.44,overcast clouds
603,Kupang,ID,-10.1667,123.5833,76.89,93,100,9.37,overcast clouds
604,Lasa,IT,46.6166,10.7002,40.08,95,51,8.25,broken clouds
605,San Andres,CO,12.5847,-81.7006,84.22,65,40,18.41,light rain
606,Wadowice,PL,49.8834,19.4929,37.35,100,99,1.99,overcast clouds
607,Marawi,PH,7.9986,124.2928,66.67,95,100,0.76,overcast clouds
608,Champerico,GT,14.3,-91.9167,88.34,56,5,7.29,clear sky
609,Carauari,BR,-4.8828,-66.8958,78.33,83,100,3.47,overcast clouds
610,Bad Liebenwerda,DE,51.5167,13.4,39.97,83,98,8.77,overcast clouds
611,Neuquen,AR,-38.9516,-68.0591,85.89,35,0,5.75,clear sky
612,Hamilton,US,39.1834,-84.5333,36.64,52,0,9.22,clear sky
613,Tambopata,PE,-12.7333,-69.1833,85.89,84,75,4.61,broken clouds
614,Nuuk,GL,64.1835,-51.7216,11.01,79,100,18.41,light snow
615,Adria,IT,45.0564,12.0578,55.45,65,0,3.51,clear sky
616,Dera Bugti,PK,29.0307,69.151,60.08,30,0,3.71,clear sky
617,Andra,RU,62.5147,65.8878,3.22,99,89,3.89,overcast clouds
618,Porto Novo,BJ,6.4965,2.6036,87.62,63,6,9.57,clear sky
619,Carnduff,CA,49.1667,-101.8009,-17.63,86,8,7.7,clear sky
620,Sobolevo,RU,54.4299,31.8996,31.84,98,100,8.61,light snow
621,Baykit,RU,61.67,96.37,-0.2,100,100,2.51,overcast clouds
622,Ust-Nera,RU,64.5667,143.2,-20.81,99,100,1.83,overcast clouds
623,Ulaangom,MN,49.9811,92.0667,-18.04,90,22,3.11,few clouds
624,Batsfjord,NO,70.6345,29.7185,22.93,93,75,6.91,light snow
625,Mackenzie,CA,55.2999,-123.1698,10.62,85,100,2.3,light snow
626,Inuvik,CA,68.3499,-133.7218,-28.34,68,20,6.91,few clouds
627,Zaysan,KZ,47.4667,84.8667,8.73,88,100,2.21,overcast clouds
628,Aron,IN,24.3833,77.4167,59.92,30,54,4.5,broken clouds
629,Baie-Comeau,CA,49.2168,-68.1489,17.28,79,100,13.8,overcast clouds
630,Bunia,CD,1.5667,30.25,69.76,55,35,4.81,scattered clouds
631,Tynda,RU,55.1667,124.7167,-29.16,99,49,3.44,scattered clouds
632,Raudeberg,NO,61.9875,5.1352,32.86,72,100,10.63,overcast clouds
633,Atocha,BO,-20.9333,-66.2333,61.2,27,3,14.12,clear sky
634,Erzin,TR,36.9559,36.2,42.66,43,2,3.36,clear sky
635,Nishihara,JP,26.1842,127.7558,61.88,67,75,6.91,broken clouds
636,Sur,OM,22.5667,59.5289,68.86,65,2,8.9,clear sky
637,San Quintin,MX,30.4833,-115.95,59.7,45,60,2.64,broken clouds
638,Muborak,UZ,39.2553,65.1528,42.84,81,72,4.07,broken clouds
639,Coquimbo,CL,-29.9533,-71.3436,67.73,72,40,13.8,scattered clouds
640,Luganville,VU,-15.5333,167.1667,79.38,83,43,3.47,scattered clouds
641,Tefe,BR,-3.3542,-64.7114,82.51,83,75,4.61,light rain
642,Yuzhou,CN,34.1628,113.4639,29.86,76,30,4.32,scattered clouds
643,Yeppoon,AU,-23.1333,150.7333,78.58,86,36,4.29,scattered clouds
644,Shenjiamen,CN,29.9576,122.298,44.06,74,100,12.82,light rain
645,Shirochanka,RU,46.6497,38.3978,35.33,85,67,4.85,broken clouds
646,Anjozorobe,MG,-18.4,47.8667,63.73,95,56,7.7,broken clouds
647,Ylojarvi,FI,61.5563,23.5961,25.63,91,100,8.05,overcast clouds
648,Itaituba,BR,-4.2761,-55.9836,87.96,66,75,5.75,broken clouds
649,Murgab,TM,37.4966,61.9714,48.07,71,1,0.0,clear sky
650,Fort Frances,CA,48.5999,-93.4003,-11.94,68,0,14.97,clear sky
651,Akdepe,TM,42.0551,59.3788,39.29,75,87,5.53,overcast clouds
652,Oktyabrskiy,RU,54.4815,53.471,8.49,98,100,3.47,overcast clouds
653,Zlynka,RU,52.4267,31.7378,31.1,98,100,5.88,overcast clouds
654,Kingaroy,AU,-26.5333,151.8333,68.72,97,76,1.45,broken clouds
655,Prince Rupert,CA,54.3161,-130.3201,42.49,86,100,41.43,moderate rain
656,Dutlwe,BW,-23.9833,23.9,80.53,51,83,1.23,broken clouds
657,Ayr,GB,55.4627,-4.6339,52.32,76,40,20.71,scattered clouds
658,Saint-Augustin,CA,51.226,-58.6502,3.15,80,83,2.28,broken clouds
659,Rio Gallegos,AR,-51.6226,-69.2181,71.65,35,40,18.41,scattered clouds
660,Sinnamary,GF,5.3833,-52.95,79.83,78,46,7.38,scattered clouds
661,Butte,US,39.6499,-121.5677,49.01,72,0,0.0,clear sky
662,Aqtobe,KZ,50.2797,57.2072,-0.31,78,0,4.47,clear sky
663,Itaqui,BR,-29.1253,-56.5531,100.65,21,98,4.94,overcast clouds
664,Panjab,AF,34.388,67.0233,20.5,98,99,3.83,overcast clouds
665,Mount Gambier,AU,-37.8333,140.7667,50.81,75,98,17.31,light rain
666,Husavik,IS,66.0449,-17.3389,33.48,82,100,31.56,overcast clouds
667,Krasnoselkup,RU,65.7,82.4667,2.84,98,71,9.4,broken clouds
668,Iskateley,RU,67.6803,53.1512,10.11,96,44,9.42,scattered clouds
669,Turukhansk,RU,65.8167,87.9833,8.13,96,100,8.37,light snow
670,Herat,AF,34.5,62.0,48.15,82,61,7.36,light rain
671,Daru,PG,-9.0763,143.2092,76.75,93,100,9.22,overcast clouds
672,Chinu,CO,9.1057,-75.3981,88.16,39,1,8.01,clear sky
673,College,US,64.8569,-147.8028,10.58,83,100,4.61,light snow
674,Vung Tau,VN,10.346,107.0843,78.78,79,58,22.41,broken clouds
675,Ginda,IN,30.6945,78.4932,50.16,32,96,5.46,overcast clouds
676,Le Pont-De-Claix,FR,45.1244,5.7064,46.26,79,22,5.91,few clouds
677,Walvis Bay,NA,-22.9575,14.5053,68.09,76,100,11.9,overcast clouds
678,Buenos Aires,AR,-34.6132,-58.3772,80.49,70,75,10.36,broken clouds
